V0 Latitude,V0 Longitude,V1 Latitude,V1 Longitude,V2 Latitude,V2 Longitude,V3 Latitude,V3 Longitude
55.5418,-23.466,49.7892,-23.1471,49.8988,-21.6662,55.6596,-21.7665
46.9364,161.779,41.2063,161.907,41.2559,163.081,46.9946,163.087
12.9596,-28.3081,7.2328,-28.2482,7.2716,-27.3713,13.0085,-27.402
47.7572,151.999,42.0181,152.152,42.0788,153.379,47.8278,153.37
40.4627,-26.3834,34.7158,-26.2046,34.8065,-25.0692,40.5626,-25.1448
77.4352,162.842,71.6926,163.631,71.7754,166.596,77.5243,167.156
35.5538,162.989,29.8354,163.061,29.8646,164.044,35.5916,164.05
89.5112,99.6008,85.7318,-34.2911,85.8803,-20.9707,89.3997,-132.092
2.2292,-19.6468,-3.4935,-19.6186,-3.4757,-18.7611,2.2561,-18.7779
30.8794,159.738,25.1583,159.798,25.1815,160.742,30.9117,160.746
-48.6441,151.122,-54.3027,150.898,-54.3895,152.064,-48.7263,152.162
3.0309,162.044,-2.665,162.029,-2.6898,162.809,3.0138,162.836
59.9259,159.175,54.1552,159.496,54.1883,161.071,59.362,160.631
78.8117,-29.0664,73.0622,-27.4201,73.1947,-24.0661,78.9586,-24.0182
-58.4023,-20.8037,-64.0724,-21.0122,-64.1384,-19.3888,-58.4634,-19.4316
76.1131,-20.8331,70.3648,-19.6447,70.4857,-16.7795,76.2452,-16.819
26,-26.2356,20.2624,-26.1312,20.3267,-25.1686,26.0742,-25.2182
71.5415,-23.3603,65.7885,-22.5643,65.9113,-20.2034,71.6736,-20.2956
-40.9472,-28.2532,-46.6239,-28.3493,-46.6782,-27.2919,-40.9949,-27.2756
89.2749,-107.331,85.2076,149.303,85.2869,161.124,89.7385,62.4017
-7.536,153.402,-13.2272,153.362,-13.2698,154.149,-7.5709,154.187
82.4788,-13.2837,77.4111,-19.1826,76.8254,-15.5248,82.6223,-4.3027
25.23,151.144,19.5082,151.191,19.5248,152.099,25.2565,152.104
-6.5195,-28.2505,-12.2284,-28.2448,-12.2287,-27.4092,-6.5102,-27.4142
80.6995,160.002,74.9546,161.238,75.0424,164.877,80.7931,165.891
-0.7779,-21.8071,-6.4958,-21.7868,-6.484,-20.9393,-0.7569,-20.9518
-28.6602,-17.4499,-34.3586,-17.4992,-34.3916,-16.5463,-28.686,-16.5394
89.6006,51.0568,84.3594,156.241,84.4371,166.144,89.3682,-88.6846
4.7444,160.949,-0.9539,160.939,-0.9761,161.724,4.73,161.749
82.6595,-16.0973,77.6042,-22.2696,77.0008,-18.5694,82.7777,-6.7793
-30.5072,152.316,-36.1784,152.206,-36.25,153.088,-30.573,153.154
72.9293,-22.1993,67.1257,-21.5668,67.2481,-19.0795,73.0257,-18.8858
-7.5119,-19.6285,-13.2262,-19.6246,-13.2262,-18.7707,-7.5032,-18.7771
-45.898,-28.2647,-51.5709,-28.3839,-51.6306,-27.2329,-45.9517,-27.2203
-66.084,158.255,-71.7378,157.66,-71.8291,159.814,-66.1702,159.925
-55.8204,-28.3026,-61.4858,-28.4891,-61.5545,-27.0303,-55.8839,-27.0459
49.4351,150.915,43.6945,151.078,43.7591,152.346,49.5096,152.338
69.9187,-24.2652,64.1648,-23.5573,64.2879,-21.3339,70.0509,-21.435
-54.6723,157.498,-60.3298,157.221,-60.411,158.593,-54.7539,158.68
-56.543,-16.4374,-62.221,-16.6199,-62.2829,-15.0497,-56.6002,-15.0927
-3.6012,163.148,-9.2913,163.117,-9.3256,163.889,-3.6284,163.922
3.8694,-18.5649,-1.8557,-18.5325,-1.8348,-17.6692,3.8993,-17.6881
-77.0564,152.012,-82.6979,149.791,-82.804,155.024,-77.1499,154.977
-56.5744,-22.9579,-62.2428,-23.1507,-62.3088,-21.6382,-56.6354,-21.662
1.5523,159.869,-4.1442,159.851,-4.1716,160.633,1.5327,160.661
-83.5447,147.774,-89.0399,116.793,-89.2938,160.905,-83.6468,153.684
73.1374,-25.363,67.3128,-24.7996,67.4396,-22.2787,73.2253,-21.9821
-4.8244,-27.1841,-10.5352,-27.1746,-10.532,-26.3386,-4.8118,-26.345
67.9098,160.191,62.1666,160.578,62.2477,162.566,67.999,162.679
31.4996,-23.0476,25.757,-22.9211,25.8302,-21.9025,31.5821,-21.9599
-20.5193,-18.5344,-26.2233,-18.5624,-26.2448,-17.6682,-20.5328,-17.6642
-28.306,163.131,-33.9787,163.033,-34.0421,163.896,-28.3639,163.953
55.3194,-20.2151,49.5674,-19.9036,49.6733,-18.4336,55.433,-18.5319
-11.4115,-28.2437,-17.1158,-28.2504,-17.1252,-27.4102,-11.4117,-27.4099
56.612,161.63,50.8759,161.832,50.9407,163.263,56.6851,163.286
-9.1668,-20.7108,-14.8781,-20.7113,-14.8812,-19.8594,-9.1612,-19.8636
56.7613,158.328,51.0207,158.545,51.0902,160.002,56.8397,160.016
-75.3123,151.155,-80.9559,149.496,-81.0598,153.718,-75.4061,153.772
74.9342,152.054,69.1827,152.778,69.2819,155.481,75.0422,155.772
1.7498,-26.1251,-3.9707,-26.0988,-3.9546,-25.2559,1.7758,-25.2698
-28.0558,159.873,-33.7289,159.775,-33.794,160.637,-28.1153,160.695
-79.6731,-15.3876,-85.3007,-7.9641,-85.0716,1.9874,-79.4955,-10.6691
-9.0908,-17.4526,-14.8061,-17.4518,-14.8083,-16.5886,-9.0845,-16.5948
-18.8598,-17.4463,-24.5668,-17.4698,-24.5851,-16.5787,-18.8703,-16.5766
-15.6256,-18.5353,-21.334,-18.5511,-21.3476,-17.6767,-15.631,-17.6763
74.5476,-18.3785,68.7996,-17.3641,68.9166,-14.7152,74.6746,-14.7832
-38.0073,156.591,-43.6734,156.45,-43.7491,157.415,-38.078,157.488
-12.3947,-19.6234,-18.1046,-19.6316,-18.1131,-18.7702,-12.3947,-18.7718
82.5133,-22.2525,76.7773,-19.3949,76.9002,-15.1954,82.6572,-14.8724
60.5304,152.813,54.784,153.092,54.8659,154.717,60.6216,154.733
16.2527,159.819,10.5437,159.837,10.5406,160.668,16.2583,160.683
-7.4466,-16.3647,-13.1646,-16.3595,-13.1636,-15.4949,-7.4371,-15.5036
53.3152,157.3,47.5754,157.487,47.6408,158.842,53.3897,158.845
-32.5715,-26.1077,-38.2562,-26.174,-38.2988,-25.2212,-32.6069,-25.2044
-23.825,151.257,-29.5017,151.169,-29.5667,152.004,-23.8836,152.063
38.8117,157.491,33.0819,157.587,33.1215,158.638,38.8608,158.636
0.6471,-17.4692,-5.0765,-17.4444,-5.0614,-16.5829,0.6712,-16.5991
-30.3305,-18.5398,-36.0259,-18.5947,-36.0617,-17.6326,-30.3592,-17.6239
29.6906,-17.6103,23.9473,-17.4943,24.0147,-16.4888,29.7667,-16.5429
-50.3828,152.18,-56.0405,151.941,-56.1275,153.156,-50.4653,153.254
-82.2245,-26.8946,-87.8698,-31.6448,-87.9156,-13.3579,-82.2905,-21.9077
74.2008,147.897,68.2994,150.296,68.4654,153.587,74.2647,152.422
-8.0143,-26.1073,-13.7225,-26.1064,-13.7251,-25.2685,-8.0078,-25.271
19.435,160.895,13.7244,160.921,13.7267,161.767,19.4459,161.779
-3.1294,-26.1149,-8.8421,-26.1012,-8.8356,-25.2638,-3.1133,-25.2721
85.4979,157.635,79.7575,160.795,79.8427,166.15,85.5816,169.908
29.1886,160.841,23.4701,160.895,23.4897,161.817,29.2171,161.823
-69.8609,-18.7577,-75.5274,-19.201,-75.5967,-16.3885,-69.9268,-16.6961
-54.8615,-21.8653,-60.5321,-22.041,-60.5961,-20.5948,-54.9205,-20.6123
76.6001,150.817,70.8479,151.662,70.9493,154.6,76.7101,155.001
20.0353,-17.5423,14.2977,-17.4631,14.3483,-16.5334,20.0948,-16.5728
74.7054,-24.8801,68.9533,-23.8343,69.0794,-21.1289,74.8424,-21.1888
-73.0275,162.1,-78.6819,160.871,-78.7769,164.378,-73.1143,164.452
20.9295,163.076,15.2202,163.103,15.2242,163.951,20.9419,163.965
-72.8609,155.702,-78.5094,154.537,-78.6068,157.896,-72.9507,157.974
-53.4463,-20.7744,-59.1197,-20.9368,-59.1821,-19.5368,-53.5034,-19.5513
-13.9713,-17.4482,-19.6825,-17.4594,-19.6931,-16.5858,-13.9735,-16.5876
-9.0175,151.26,-14.7076,151.215,-14.753,152.003,-9.0552,152.045
50.5525,-16.8269,44.8019,-16.5758,44.8988,-15.2418,50.6568,-15.3307
-48.3518,-17.4911,-54.0386,-17.6212,-54.0946,-16.3561,-48.4023,-16.3572
-29.7961,160.953,-35.4679,160.849,-35.5339,161.725,-29.8567,161.784
-52.3633,-26.1629,-58.032,-26.3231,-58.0966,-24.9923,-52.4225,-24.9922
85.8697,-30.9457,80.1527,-24.534,80.2839,-18.8414,86.0423,-17.3088
-25.2406,-21.7891,-30.9357,-21.8314,-30.9657,-20.925,-25.263,-20.915
65.9246,-29.3477,60.1704,-28.786,60.2967,-26.8384,66.06,-26.9622
-10.5375,-21.7923,-16.2464,-21.7964,-16.2524,-20.9463,-10.5347,-20.9485
-70.746,-28.4437,-76.4027,-28.9313,-76.4783,-26.0549,-70.818,-26.3747
14.546,160.917,8.8397,160.929,8.8335,161.749,14.5483,161.766
76.3284,-24.114,70.578,-22.8891,70.7036,-19.9709,76.4656,-20.0023
12.8421,162.015,7.1383,162.022,7.129,162.831,12.8411,162.85
10.6061,151.214,4.8977,151.218,4.8857,152.038,10.6034,152.058
88.6933,-51.7036,83.1175,-23.8822,83.2501,-15.7951,88.9852,-4.5677
21.1653,-26.2035,15.4314,-26.1177,15.4863,-25.1928,21.2301,-25.2344
83.8724,160.018,78.1302,162.106,78.2148,166.702,83.9592,168.96
33.9623,157.534,28.2372,157.609,28.2677,158.596,34.0023,158.596
42.0883,161.833,36.3615,161.935,36.4029,163.018,42.1384,163.022
21.0693,156.536,15.3531,156.569,15.3597,157.439,21.0851,157.448
-36.4928,162.009,-42.1609,161.876,-42.2321,162.826,-36.5591,162.893
-0.1684,160.961,-5.8625,160.938,-5.8924,161.717,-0.1906,161.746
28.072,-18.6842,22.33,-18.575,22.3952,-17.5859,28.146,-17.637
-61.1027,158.43,-66.7582,158.014,-66.8469,159.729,-61.1869,159.836
59.7893,162.666,54.0532,162.898,54.1208,164.439,59.865,164.48
-85.7051,-29.5908,-89.3357,95.6835,-89.6975,173.357,-85.7571,-20.5964
58.136,157.202,52.3935,157.438,52.4667,158.951,58.2181,158.967
-19.9262,157.72,-25.6059,157.648,-25.6633,158.462,-19.9774,158.511
-82.8271,153.603,-88.4027,137.4,-88.5766,162.394,-82.9236,158.978
69.2459,-27.4345,63.4915,-26.7513,63.618,-24.5756,69.3817,-24.684
7.9405,162.031,2.2404,162.027,2.2233,162.818,7.9312,162.841
42.9284,152.06,37.1926,152.183,37.2441,153.313,42.9899,153.304
10.3552,-17.4977,4.6241,-17.4477,4.657,-16.5643,10.3971,-16.5914
-75.7298,-28.5589,-81.3839,-29.4153,-81.458,-24.9242,-75.802,-25.8127
-67.0795,152.848,-72.7295,152.202,-72.8246,154.443,-67.1692,154.562
-21.369,158.801,-27.0473,158.726,-27.1059,159.545,-21.4215,159.596
59.0661,150.732,53.3201,150.991,53.4015,152.558,59.157,152.568
-82.9659,159.778,-88.5304,140.844,-88.7218,169.145,-83.0614,165.427
69.5814,153.285,63.4861,156.227,63.8156,158.557,69.6084,156.75
89.0057,-64.2649,86.1786,157.301,86.2336,171.861,89.3646,4.398
-29.3561,-27.1733,-35.0434,-27.2294,-35.0819,-26.3069,-29.387,-26.2914
-39.7509,157.66,-45.4159,157.508,-45.4923,158.501,-39.8224,158.576
-15.43,-21.7887,-21.1345,-21.8052,-21.1489,-20.9442,-15.436,-20.9416
-16.3126,-28.2392,-22.0121,-28.2584,-22.0303,-27.407,-16.3219,-27.402
42.265,158.546,36.5339,158.656,36.5788,159.758,42.3192,159.757
-69.8617,153.091,-75.2636,150.624,-75.3019,153.996,-69.6533,155.343
42.7588,-22.1025,37.0101,-21.9123,37.1014,-20.7372,42.8587,-20.8143
-18.9508,-20.7049,-24.6533,-20.7299,-24.673,-19.852,-18.9625,-19.8475
43.6534,157.439,37.92,157.56,37.9686,158.691,43.7113,158.687
27.7024,158.669,21.9828,158.72,22.0008,159.636,27.7297,159.642
-68.5821,150.602,-74.2307,149.848,-74.3287,152.289,-68.6742,152.424
4.6942,157.688,-1.0066,157.678,-1.0292,158.472,4.6798,158.496
7.3,-22.9092,1.5816,-22.8697,1.6088,-22.009,7.3367,-22.0286
-86.5016,-21.5251,-88.7212,134.705,-88.9243,167.134,-86.54,-10.1744
63.3432,-18.3781,57.5916,-17.9193,57.7025,-16.1346,63.4618,-16.2411
-34.7858,157.686,-40.4543,157.561,-40.5267,158.486,-34.8531,158.554
61.7312,-19.3801,55.979,-18.9578,56.0899,-17.2471,61.8499,-17.353
81.1102,-25.6902,75.3662,-23.4375,75.4944,-19.5905,81.2559,-19.39
-57.8663,159.589,-63.5237,159.246,-63.6101,160.773,-57.9483,160.874
-81.3298,-17.023,-86.9899,-20.0275,-87.0344,-6.5844,-81.3893,-12.3405
-42.4527,-26.127,-48.1289,-26.2305,-48.1838,-25.1445,-42.5012,-25.1285
-18.1917,156.64,-23.873,156.573,-23.9289,157.38,-18.2411,157.428
-36.2346,158.76,-41.9021,158.627,-41.9751,159.571,-36.3026,159.64
-77.9995,161.427,-83.6461,158.611,-83.752,164.862,-78.0891,164.737
48.6034,160.66,42.8709,160.801,42.9244,162.017,48.6658,162.022
-43.1914,163.047,-48.856,162.874,-48.9317,163.934,-43.2623,164.01
-10.74,-18.5389,-16.4526,-18.5424,-16.458,-17.6804,-10.7368,-17.6844
-35.4676,152.298,-41.1349,152.166,-41.2111,153.098,-35.5384,153.171
4.0041,152.305,-1.6981,152.293,-1.7221,153.091,3.9888,153.117
11.9391,-19.6777,6.2085,-19.6232,6.2445,-18.7387,11.9844,-18.7672
-0.9926,-18.5535,-6.7136,-18.5333,-6.7016,-17.6764,-0.9717,-17.69
-39.7192,160.905,-45.3852,160.754,-45.4596,161.749,-39.7889,161.822
-63.364,-20.8452,-69.0309,-21.1233,-69.0997,-19.1612,-63.4284,-19.261
-53.2965,-17.5165,-58.971,-17.6697,-59.0313,-16.2474,-53.3517,-16.2731
-41.8606,-19.6465,-47.5447,-19.7427,-47.5954,-18.6363,-41.9051,-18.6283
11.4726,-26.1563,5.7466,-26.1021,5.7821,-25.2306,11.5182,-25.2581
16.1916,156.561,10.4798,156.58,10.4773,157.42,16.1982,157.434
30.6881,163.023,24.9712,163.078,24.992,164.006,30.7175,164.014
-77.8459,155.091,-83.4872,152.478,-83.5937,158.394,-77.9379,158.269
82.3317,158.384,76.5863,160.01,76.6759,164.111,82.4267,165.571
45.7469,-16.7261,39.9971,-16.5186,40.088,-15.2892,45.8454,-15.3694
45.27,162.899,39.5423,163.015,39.5879,164.149,45.3241,164.156
23.2448,-18.6496,17.5055,-18.5588,17.5621,-17.6091,23.3104,-17.6532
-63.1912,-17.58,-68.8632,-17.8493,-68.9298,-15.8626,-63.2536,-15.9729
-67.2745,-26.2862,-72.9338,-26.6594,-73.0077,-24.3365,-67.3443,-24.5031
-77.2382,-26.5324,-82.8919,-27.6586,-82.9639,-22.2106,-77.3091,-23.4655
59.667,-26.8478,53.9137,-26.4547,54.0312,-24.8216,59.7932,-24.9325
-67.8753,156.029,-73.5266,155.34,-73.6201,157.701,-67.9633,157.811
11.14,163.115,5.4384,163.117,5.4264,163.916,11.1359,163.937
89.1341,-76.3118,85.9866,154.005,86.0519,168.029,89.5305,12.451
72.9348,-19.2129,67.1852,-18.3338,67.3028,-15.8584,73.0617,-15.9399
53.3009,163.896,47.5696,164.061,47.6264,165.376,53.3658,165.397
-2.4349,-22.8848,-8.1509,-22.8691,-8.1424,-22.0258,-2.4172,-22.0357
-23.3533,163.144,-29.0292,163.062,-29.0876,163.89,-23.4059,163.942
9.6492,160.935,3.947,160.935,3.9326,161.735,9.6431,161.756
-69.0114,-27.3693,-74.6693,-27.795,-74.7442,-25.2277,-69.0824,-25.4559
-83.9663,-28.1784,-89.569,-55.5986,-89.4572,30.4403,-84.0279,-21.7697
64.6169,162.533,58.8779,162.836,58.9517,164.604,64.6986,164.683
12.0803,153.347,6.371,153.356,6.3615,154.18,12.0799,154.197
89.024,142.23,86.3457,-26.2084,86.4898,-10.9838,88.9998,-159.94
6.4606,159.856,0.76,159.849,0.7403,160.641,6.4491,160.665
16.0386,163.097,10.3331,163.111,10.329,163.932,16.0427,163.949
37.233,161.877,31.5097,161.958,31.5428,162.968,37.2748,162.972
-60.3479,151.998,-66.0007,151.596,-66.0931,153.24,-60.4358,153.358
-37.5082,-26.1158,-43.1886,-26.1991,-43.2376,-25.1894,-37.5504,-25.1719
-81.2463,159.516,-86.8699,152.264,-87.0008,165.007,-81.3393,164.029
17.0022,-22.948,11.2702,-22.8776,11.3162,-21.9754,17.0579,-22.0102
45.7144,-19.9859,39.9645,-19.7756,40.0582,-18.5458,45.8163,-18.6271
-81.0267,156.436,-86.6511,149.947,-86.778,161.643,-81.1204,160.772
-37.976,159.832,-43.6428,159.691,-43.7165,160.659,-38.0449,160.73
45.9401,-23.2364,40.1902,-23.021,40.287,-21.7863,46.0456,-21.8696
-74.4614,151.022,-80.1819,146.795,-80.2661,151.821,-74.593,154.195
-54.9896,-18.6102,-60.6656,-18.7832,-60.7279,-17.3028,-55.047,-17.3289
41.9377,-28.5599,36.1906,-28.3675,36.2852,-27.2082,42.0419,-27.2901
-17.3957,153.409,-23.078,153.343,-23.1343,154.149,-17.4451,154.198
-76.0477,157.489,-81.6946,155.613,-81.7959,160.293,-76.1379,160.287
40.9058,-19.9087,35.1576,-19.7328,35.2444,-18.5881,41.001,-18.6611
-10.7373,152.333,-16.4257,152.284,-16.4733,153.074,-10.7774,153.117
-17.2059,-16.3566,-22.9156,-16.375,-22.9308,-15.4866,-17.2131,-15.4871
-43.669,151.171,-49.3303,150.988,-49.4137,152.043,-43.7475,152.132
85.6679,-27.3003,79.9516,-21.2716,80.0785,-15.7467,85.8342,-14.4512
89.0475,-64.2306,86.111,160.903,86.1587,175.026,89.4289,8.5568
-5.3121,164.243,-11.0006,164.208,-11.037,164.979,-5.3417,165.013
-61.6508,-19.7439,-67.3205,-19.9924,-67.3877,-18.1527,-61.7136,-18.2321
74.3475,151.219,68.4517,153.618,68.6145,156.891,74.4094,155.734
-33.6886,-20.7148,-39.3778,-20.7815,-39.4192,-19.7972,-33.723,-19.7855
34.9358,151.075,29.2058,151.158,29.2421,152.168,34.9822,152.165
77.3632,156.111,71.6134,156.999,71.7084,160.03,77.4661,160.509
-13.9454,151.263,-19.6308,151.205,-19.6832,152.001,-13.9905,152.048
-23.104,159.883,-28.7808,159.802,-28.8407,160.63,-23.158,160.682
24.8232,-20.8305,19.084,-20.7331,19.1444,-19.7744,24.8928,-19.8211
0.0551,-27.1938,-5.6603,-27.1716,-5.6476,-26.332,0.0775,-26.3443
-49.9066,-21.8411,-55.5814,-21.9807,-55.6413,-20.7056,-49.961,-20.7056
24.1275,164.158,18.4167,164.192,18.4256,165.059,24.1448,165.072
-14.6105,-27.1725,-20.312,-27.188,-20.3268,-26.3405,-14.6165,-26.3365
-86.4291,-24.7803,-88.7853,130.722,-88.9897,164.506,-86.4724,-13.8353
58.545,-18.1567,52.7935,-17.7992,52.9003,-16.2222,58.6591,-16.3232
66.2632,161.366,60.5221,161.708,60.5996,163.58,66.3486,163.673
37.7103,-18.7807,31.9631,-18.6247,32.0442,-17.527,37.7998,-17.5941
89.2803,-117.947,84.7357,-24.3531,84.8716,-13.8033,89.6566,116.363
60.1173,-20.3905,54.3646,-20.0001,54.4754,-18.3567,60.2358,-18.4617
64.458,-27.0841,58.7037,-26.5778,58.8261,-24.7165,64.5892,-24.8312
25.8127,163.052,20.0994,163.092,20.1119,163.976,25.8336,163.986
89.6006,51.0568,84.9297,-27.7332,85.0691,-16.6545,89.3682,-88.6846
81.3891,149.883,75.6379,151.397,75.7408,155.309,81.4997,156.408
74.2556,162.035,68.5128,162.631,68.596,165.17,74.3459,165.489
-26.9961,-16.3581,-32.6972,-16.4017,-32.7273,-15.4572,-27.0188,-15.4525
-22.7227,-26.1005,-28.4168,-26.1373,-28.4448,-25.2577,-22.7425,-25.2467
-40.1727,-18.556,-45.8598,-18.6444,-45.9081,-17.5598,-40.2146,-17.5522
70.7108,-29.7585,64.9568,-28.984,65.0871,-26.6856,70.8512,-26.8029
79.0715,147.356,73.2145,151.796,73.4093,155.982,79.197,153.823
84.0617,-25.8107,78.3306,-21.8737,78.4576,-17.0935,84.216,-16.4352
-65.766,-28.3766,-71.4253,-28.7052,-71.4998,-26.5655,-65.8362,-26.698
-47.4045,-26.1423,-53.0769,-26.2706,-53.137,-25.0816,-47.4587,-25.0704
-76.5509,-20.022,-82.2119,-20.9973,-82.2795,-15.8856,-76.6175,-17.0253
16.323,-26.1774,10.5929,-26.1084,10.6382,-25.2136,16.3783,-25.2477
-14.0545,-20.7066,-19.7615,-20.7192,-19.7732,-19.8579,-14.0577,-19.8575
-19.517,-27.1705,-25.2137,-27.1985,-25.2369,-26.3349,-19.5317,-26.3266
-52.8891,159.683,-58.5485,159.419,-58.6322,160.729,-52.9685,160.824
54.9596,156.148,49.2446,156.384,49.3139,157.794,55.0016,157.767
-53.1316,162.923,-58.7928,162.655,-58.8746,163.986,-53.2091,164.078
23.4786,-21.9039,17.7411,-21.8115,17.7993,-20.865,23.5461,-20.9092
57.1647,-22.4403,51.4121,-22.0984,51.5224,-20.5639,57.2831,-20.6664
58.0048,-27.8642,52.2518,-27.4985,52.3687,-25.9303,58.1304,-26.0413
5.5048,-17.4816,-0.2226,-17.4449,-0.1986,-16.5754,5.5378,-16.5965
24.8659,-17.5725,19.1252,-17.4763,19.1843,-16.5129,24.9339,-16.5592
-0.2138,157.701,-5.9101,157.68,-5.9406,158.464,-0.2363,158.494
71.3212,-20.0941,65.5702,-19.3195,65.6884,-16.9943,71.4483,-17.0875
7.0879,-19.6605,1.3612,-19.6195,1.3881,-18.7514,7.1241,-18.774
-46.6662,-16.3934,-52.3515,-16.5085,-52.4052,-15.2793,-46.7143,-15.2836
47.104,158.489,41.3695,158.626,41.423,159.821,47.1667,159.82
-85.1437,-165.601,-89.6053,171.356,-89.336,77.1298,-85.5282,-157.03
66.2807,-164.32,60.6759,-163.291,61.0502,-161.776,66.68,-162.499
63.809,25.9596,58.2044,26.9501,58.5818,28.3521,64.207,27.6
-77.025,33.2448,-82.7351,37.94,-82.5195,46.213,-76.8073,37.9521
-26.3157,-154.477,-31.9652,-154.771,-32.2173,-153.882,-26.5354,-153.627
87.3192,-170.64,81.7712,-160.391,82.1653,-155.197,87.7803,-154.436
52.547,20.0915,46.9209,20.7178,47.2712,21.8501,52.922,21.342
5.6665,-153.497,-0.0114,-153.495,-0.0295,-152.717,5.6875,-152.716
-70.3353,-154.879,-75.9194,-156.914,-76.3509,-153.962,-70.7382,-152.721
88.3667,59.9735,83.8474,26.5238,83.5016,35.8324,88.8276,91.9347
-47.8555,24.9541,-53.4955,24.3575,-53.8527,25.6761,-48.1862,26.1428
-68.4105,22.7219,-74.0124,21.1952,-74.4264,23.8672,-68.8013,24.7582
-74.026,18.201,-79.6105,15.754,-80.0305,19.6797,-74.4192,20.823
22.6343,-164.465,16.9596,-164.288,17.0837,-163.456,22.7972,-163.608
-67.6012,27.3137,-73.0604,31.6031,-72.9554,35.2211,-67.0121,28.9808
73.5724,25.013,67.9842,26.7173,68.38,28.6408,73.9905,27.5089
89.0155,171.773,85.948,18.0626,86.3449,28.8782,89.51,-131.607
-84.7849,28.7954,-89.2522,32.2422,-89.6257,-59.4197,-85.1473,37.5672
4.3198,-159.984,-1.3619,-159.982,-1.3906,-159.191,4.3317,-159.19
-84.4193,177.194,-88.773,124.082,-88.3492,154.418,-83.5151,-179.373
-81.8552,36.7723,-87.3628,57.9067,-86.7247,74.8951,-81.5488,43.9723
-50.794,-164.064,-56.3968,-164.729,-56.7619,-163.465,-51.1364,-162.941
-67.0589,21.6126,-72.6605,20.2047,-73.0707,22.6582,-67.4465,23.5232
0.7669,-153.477,-4.9104,-153.518,-4.9676,-152.737,0.7489,-152.699
-40.338,-156.599,-45.9641,-157.077,-46.2915,-156.022,-40.6383,-155.627
3.7337,-156.73,-1.946,-156.739,-1.98,-155.955,3.7396,-155.944
-46.1273,-163,-51.7384,-163.564,-52.0876,-162.419,-46.4522,-161.962
-20.1512,-159.85,-25.8101,-160.07,-26.0248,-159.224,-20.3314,-159.031
76.5594,23.4495,70.9763,25.5782,71.3767,27.7837,76.9846,26.4754
-55.6778,-154.562,-61.2813,-155.432,-61.6697,-153.929,-56.042,-153.269
-0.5712,-159.953,-6.2514,-159.994,-6.3202,-159.201,-0.5998,-159.162
81.4132,19.7925,75.841,23.2801,76.2482,26.2277,81.8542,24.5103
-54.4513,-159.81,-60.0527,-160.596,-60.4322,-159.178,-54.8079,-158.578
52.067,-154.96,46.4449,-154.45,46.738,-153.396,52.3858,-153.794
68.6891,25.5976,63.0926,26.8591,63.4804,28.4702,69.0976,27.5631
68.5206,18.3616,62.921,19.5808,63.3215,21.2212,68.9434,20.3662
-2.8272,-157.777,-8.5053,-157.841,-8.5924,-157.049,-2.8749,-156.99
-28.6237,-153.41,-34.2698,-153.733,-34.5351,-152.823,-28.8574,-152.546
13.1809,-161.132,7.5001,-161.049,7.5451,-160.248,13.2662,-160.318
-75.0576,28.9473,-80.7851,31.9485,-80.64,38.503,-74.8717,33.0188
53.9299,18.9937,48.3062,19.6516,48.6636,20.8129,54.312,20.2842
-79.4221,19.1593,-84.9922,13.9012,-85.4275,22.1332,-79.8161,23.1254
27.8338,-161.261,22.1673,-161.037,22.3288,-160.19,28.0317,-160.382
62.2738,19.7781,56.6648,20.6864,57.0482,22.0583,62.6793,21.3708
12.8738,-164.377,7.1913,-164.294,7.2346,-163.488,12.9581,-163.559
-79.2903,-168.572,-85.1871,-171.285,-84.3424,-168.974,-79.5244,-163.008
72.0122,19.0915,66.4181,20.5805,66.8227,22.4282,72.4394,21.4427
-77.3531,-163.822,-83.0356,-173.054,-83.2656,-164.31,-77.5689,-159.036
-4.1323,-153.46,-9.8079,-153.542,-9.9035,-152.754,-4.1894,-152.68
-8.8952,-155.594,-14.5679,-155.715,-14.7011,-154.913,-8.9905,-154.805
18.4291,-152.471,12.7586,-152.364,12.8405,-151.575,18.5479,-151.667
-59.3514,-159.837,-64.9463,-160.813,-65.3393,-159.151,-59.7225,-158.441
81.5116,-164.393,75.9297,-161.296,76.3298,-158.277,81.9454,-159.477
28.2345,-152.524,22.5755,-152.328,22.7284,-151.508,28.4213,-151.674
70.0143,16.1194,64.4163,17.4452,64.8245,19.1827,70.4455,18.2782
88.3115,-0.2349,82.8521,21.2822,83.2587,27.1626,88.8683,24.6468
-32.2091,-157.669,-37.8483,-158.026,-38.1351,-157.085,-32.4663,-156.78
7.7469,-163.255,2.0634,-163.22,2.0633,-162.422,7.788,-162.451
71.7591,-162.501,66.1623,-161.145,66.5459,-159.333,72.1677,-160.19
-35.4619,-152.354,-41.097,-152.77,-41.3998,-151.783,-35.7353,-151.432
21.6362,-157.933,15.9647,-157.78,16.0748,-156.968,21.7839,-157.098
-74.5939,-164.312,-80.2532,-169.818,-80.3844,-163.626,-74.7042,-160.509
-48.9199,22.7597,-54.5542,22.1366,-54.9135,23.4656,-49.2534,23.9531
-6.8481,-162.076,-12.5242,-162.171,-12.6438,-161.369,-6.9284,-161.282
88.6918,74.3474,84.611,33.401,84.2612,43.5976,88.9671,115.5
73.3892,17.8842,67.7968,19.5111,68.2057,21.4719,73.8217,20.4305
66.6899,-165.465,60.8901,-164.91,61.0118,-163.21,66.2427,-163.708
